Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
20735607,MH_5,COUNTRY,NLD,YEAR,2015,,,,,,,,,7.1,7.1,,,,2019-04-25T08:25:09Z,2015,2015-01-01,2015-12-31
20735608,MH_5,COUNTRY,NRU,YEAR,2016,,,,,,,,,0.1,0.1,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735609,MH_5,COUNTRY,NZL,YEAR,2016,,,,,,,,,9,9,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735610,MH_5,COUNTRY,PAK,YEAR,2016,,,,,,,,,0.4,0.4,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735611,MH_5,COUNTRY,PER,YEAR,2016,,,,,,,,,1.7,1.7,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735612,MH_5,COUNTRY,PHL,YEAR,2016,,,,,,,,,0.2,0.2,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735613,MH_5,COUNTRY,POL,YEAR,2016,,,,,,,,,2.6,2.6,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735614,MH_5,COUNTRY,PRY,YEAR,2016,,,,,,,,,1.8,1.8,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735615,MH_5,COUNTRY,QAT,YEAR,2016,,,,,,,,,0.6,0.6,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735616,MH_5,COUNTRY,RWA,YEAR,2016,,,,,,,,,10,10,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735617,MH_5,COUNTRY,SAU,YEAR,2016,,,,,,,,,4,4,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735618,MH_5,COUNTRY,SGP,YEAR,2016,,,,,,,,,3,3,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
